,email,gender,id,stepId,answerValue,answerId,answerTypeId,Country,Region,question_questions,answer_answers
63,tatjana+182_N1PC_oo6l@bss.mk,F,o1qflq1vwy0ysoicvlsg1ftt,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow Region,Please indicate your company's main area of business,Travel Agent
64,daniela.p+202_Rw2b_ZF2k@bss.com.mk,M,wzh3p4rs1362l62x4dh2dikd,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow,Please indicate your company's main area of business,Travel Agent
65,daniela.p+150_YhiF_NqPH@bss.com.mk,M,azs5ghtuwudyxwstbltb0xiz,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,North Macedonia,,Please indicate your company's main area of business,Travel Agent
66,emilija+101_jj3C_g3J8@bss.com.mk,M,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Kamchatka Region,Please indicate your company's main area of business,Travel Agent
67,emilija+100_L8gA_7JBa@bss.mk,F,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Komi Republic,Please indicate your company's main area of business,Travel Agent
68,tanja+182_jiPa_5IoL@bss.com.mk,M,35d97gdotgwa5lwpd0vs7k0h,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Ivanovo Region,Please indicate your company's main area of business,Travel Agent
69,emilija+3_CmwU_NYnU@bss.com.mk,F,d06cnxqs2ghe6egg635797eb,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Saint Petersburg,Please indicate your company's main area of business,Travel Agent
70,emilija+01_I7vH_eEKa@bss.com.mk,M,rns6tfx45xfd4zrrzjufi688,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Amur Region,Please indicate your company's main area of business,Travel Agent
71,emilija+3_CmwU_F2JI@bss.com.mk,F,5uytvy9crand6h03ox1elvuc,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Saint Petersburg,Please indicate your company's main area of business,Travel Agent
72,tanja+182_jiPa_H11i@bss.com.mk,F,fs5gjd2k2z3o2gif5gni04rs,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Ivanovo Region,Please indicate your company's main area of business,Travel Agent
73,emilija+100_L8gA_JDxN@bss.mk,M,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Komi Republic,Please indicate your company's main area of business,Travel Agent
74,emilija+100_zbmO_lsjt@bss.com.mk,M,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Kamchatka Region,Please indicate your company's main area of business,Travel Agent
75,daniela.p+202_Rw2b_Oi3B@bss.com.mk,M,sou8pmpid2soba8goi4y1p5x,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow,Please indicate your company's main area of business,Travel Agent
76,emilija+100_zbmO_4ZQ4@bss.com.mk,M,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Kamchatka Region,Please indicate your company's main area of business,Travel Agent
77,tanja+182_jiPa_Nfsx@bss.com.mk,F,6k29ezb4owiomwpfb12502zq,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Ivanovo Region,Please indicate your company's main area of business,Travel Agent
78,tanja+182_jiPa_YaEw@bss.com.mk,F,rh5y4efxr5rhh3m5u178w86t,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Ivanovo Region,Please indicate your company's main area of business,Travel Agent
79,emilija+3_CmwU_tbhk@bss.com.mk,M,gvlehw939njjmi3fs5c43a7p,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Saint Petersburg,Please indicate your company's main area of business,Travel Agent
80,daniela.p+200_IzcX_vB6s@bss.com.mk,M,y10ilgiji2mozv41r1uvfwo2,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow,Please indicate your company's main area of business,Travel Agent
81,emilija+101_jj3C_mXlu@bss.com.mk,F,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Kamchatka Region,Please indicate your company's main area of business,Travel Agent
82,daniela.p+150_YhiF_OH5e@bss.com.mk,M,gultwxcgf4l0k3psuryptsg2,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,North Macedonia,,Please indicate your company's main area of business,Travel Agent
83,emilija+2_02Wi_UXK5@bss.com.mk,F,qy1d6nap87vjj61bqyu9ru50,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Leningrad Region,Please indicate your company's main area of business,Travel Agent
84,daniela.p+200_IzcX_QOfF@bss.com.mk,M,uud1nluegdqmisnfzpg75iqg,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow,Please indicate your company's main area of business,Travel Agent
85,daniela.p+200_IzcX_CIHU@bss.com.mk,M,mv0j9yovwhgmtif9l1naciko,5c8a78336d41a10da4f73252,,5c8a78336d41a10da4f73291,Answer,Russia,Moscow,Please indicate your company's main area of business,Travel Agent
86,emilija+100_L8gA@bss.mk,F,67b70a9f2d21f543a1096602,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Komi Republic,What role do you play in the purchasing decision making process?,No influence
87,3990147_SeNs@gmail.com,M,67b5e0f7774d9e718c7541db,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Somalia,,What role do you play in the purchasing decision making process?,No influence
88,emilija+3_CmwU@bss.com.mk,F,67b46946197e604dd2722d5d,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
89,emilija+2_02Wi@bss.com.mk,F,67b46590197e604dd2722d5a,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Leningrad Region,What role do you play in the purchasing decision making process?,No influence
90,emilija+100_zbmO@bss.com.mk,F,67b47738197e604dd2722d6b,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
91,emilija+101_jj3C@bss.com.mk,F,67b709442d21f543a10965fe,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
92,emilija+01_I7vH@bss.com.mk,F,67b46415197e604dd2722d55,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Amur Region,What role do you play in the purchasing decision making process?,No influence
93,emilija+100_L8gA_Ur8T@bss.mk,F,fs2j657x3gpu9hs8v3vuvgz0,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Komi Republic,What role do you play in the purchasing decision making process?,No influence
94,emilija+2_02Wi_QBD0@bss.com.mk,M,fnj1fly0ua1tiuvc9pvp5m3r,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Leningrad Region,What role do you play in the purchasing decision making process?,No influence
95,emilija+01_I7vH_TpD9@bss.com.mk,M,je2onetovfvjq9eheqd1innr,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Amur Region,What role do you play in the purchasing decision making process?,No influence
96,emilija+3_CmwU_XhuG@bss.com.mk,M,ktctiej7lv5fikf9ej8tbbdc,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
97,emilija+01_I7vH_AxF5@bss.com.mk,M,tcnfl4z60xouv3fk3w66wtcc,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Amur Region,What role do you play in the purchasing decision making process?,No influence
98,emilija+101_jj3C_nsLJ@bss.com.mk,M,u5wwl65fybur92b90c3hswao,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
99,emilija+2_02Wi_sEkD@bss.com.mk,M,aldevuzj7ns6u2d627eq2q5g,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Leningrad Region,What role do you play in the purchasing decision making process?,No influence
100,emilija+3_CmwU_xccV@bss.com.mk,F,bcmmerckywgc6llx4kxyr1le,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
101,emilija+100_zbmO_xln3@bss.com.mk,F,zcf116neh1ny42asu75xy0h2,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
102,emilija+101_jj3C_5KuG@bss.com.mk,F,4877yd3ywtavsxe5acy4vby2,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
103,emilija+101_jj3C_g3J8@bss.com.mk,M,i6uv2n0jfrqxhuh90fl90cfv,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
104,emilija+100_L8gA_7JBa@bss.mk,F,nvark7mbo9mzipyrs3b05ni5,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Komi Republic,What role do you play in the purchasing decision making process?,No influence
105,emilija+3_CmwU_NYnU@bss.com.mk,F,d06cnxqs2ghe6egg635797eb,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
106,emilija+01_I7vH_eEKa@bss.com.mk,M,rns6tfx45xfd4zrrzjufi688,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Amur Region,What role do you play in the purchasing decision making process?,No influence
107,emilija+3_CmwU_F2JI@bss.com.mk,F,5uytvy9crand6h03ox1elvuc,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
108,emilija+100_L8gA_JDxN@bss.mk,M,5od7hl76u671o8mjes1qxwsk,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Komi Republic,What role do you play in the purchasing decision making process?,No influence
109,emilija+100_zbmO_lsjt@bss.com.mk,M,ip5ylx2a6dts3f5lak2q2mi3,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
110,3990147_SeNs_09Hr@gmail.com,F,sl0pqtnqavydiqidf8nxzrea,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Somalia,,What role do you play in the purchasing decision making process?,No influence
111,emilija+100_zbmO_4ZQ4@bss.com.mk,M,ifuk295cot2nvgcd9m6ees78,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
112,3990147_SeNs_mVZi@gmail.com,F,wgf8glx8axdaq94290uynav9,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Somalia,,What role do you play in the purchasing decision making process?,No influence
113,emilija+3_CmwU_tbhk@bss.com.mk,M,gvlehw939njjmi3fs5c43a7p,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Saint Petersburg,What role do you play in the purchasing decision making process?,No influence
114,emilija+101_jj3C_mXlu@bss.com.mk,F,j4pb9w5u35nzubtiagk5a61l,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Kamchatka Region,What role do you play in the purchasing decision making process?,No influence
115,emilija+2_02Wi_UXK5@bss.com.mk,F,qy1d6nap87vjj61bqyu9ru50,5c8a78336d41a10da4f7336c,,5c8a78336d41a10da4f73371,Answer,Russia,Leningrad Region,What role do you play in the purchasing decision making process?,No influence
116,aleksandar.dimkov+mitt1_n5eA@bss.com.mk,M,67ada1ee197e604dd2722d1b,5c8a78336d41a10da4f730fd,,5c8a78336d41a10da4f730ff,Answer,Russia,Moscow,Reason for Attending the Event,To source products and services
117,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,67b5f1392d21f543a10965f1,5c8a78336d41a10da4f730fd,,5c8a78336d41a10da4f730ff,Answer,Russia,Moscow Region,Reason for Attending the Event,To source products and services
118,3990147_SeNs@gmail.com,M,67b5e0f7774d9e718c7541db,5c8a78336d41a10da4f730fd,,5c8a78336d41a10da4f730ff,Answer,Somalia,,Reason for Attending the Event,To source products and services
119,tanja+202_99oJ@bss.mk,F,67b708f32d21f543a10965fa,5c8a78336d41a10da4f730fd,,5c8a78336d41a10da4f730ff,Answer,Russia,Moscow,Reason for Attending the Event,To source products and services
120,emilija+2_02Wi@bss.com.mk,F,67b46590197e604dd2722d5a,5c8a78336d41a10da4f730fd,,5c8a78336d41a10da4f730ff,Answer,Russia,Leningrad Region,Reason for Attending the Event,To source products and services
